"Public Food Key","Classification","Food Name","Energy with dietary fibre, equated  (kJ)","Energy, without dietary fibre, equated  (kJ)","Moisture (water)  (g)","Protein  (g)","Nitrogen  (g)","Fat, total  (g)","Ash  (g)","Total dietary fibre  (g)","Alcohol  (g)","Fructose  (g)","Glucose  (g)","Sucrose (g)","Maltose  (g)","Lactose  (g)","Galactose  (g)","Maltotrios  (g)","Total sugars (g)","Added sugars (g)","Free sugars  (g)","Starch  (g)","Dextrin  (g)","Glycerol  (g)","Glycogen  (g)","Inulin  (g)","Erythritol  (g)","Maltitol  (g)","Mannitol  (g)","Xylitol  (g)","Maltodextrin (g)","Oligosaccharides   (g)","Polydextrose  (g)","Raffinose  (g)","Stachyose  (g)","Sorbitol  (g)","Resistant starch  (g)","Available carbohydrate, without sugar alcohols  (g)","Available carbohydrate, with sugar alcohols  (g)","Acetic acid  (g)","Citric acid  (g)","Fumaric acid  (g)","Lactic acid  (g)","Malic acid  (g)","Oxalic acid  (g)","Propionic acid  (g)","Quinic acid  (g)","Shikimic acid  (g)","Succinic acid  (g)","Tartaric acid  (g)","Aluminium (Al)  (ug)","Antimony (Sb)  (ug)","Arsenic (As)  (ug)","Cadmium (Cd)  (ug)","Calcium (Ca)  (mg)","Chromium (Cr)  (ug)","Chloride (Cl)  (mg)","Cobalt (Co)  (ug)","Copper (Cu)  (mg)","Fluoride (F)  (ug)","Iodine (I)  (ug)","Iron (Fe)  (mg)","Lead (Pb)  (ug)","Magnesium (Mg)  (mg)","Manganese (Mn)  (mg)","Mercury (Hg)  (ug)","Molybdenum (Mo)  (ug)","Nickel (Ni)  (ug)","Phosphorus (P)  (mg)","Potassium (K)  (mg)","Selenium (Se)  (ug)","Sodium (Na)  (mg)","Sulphur (S)  (mg)","Tin (Sn)  (ug)","Zinc (Zn)  (mg)","Retinol (preformed vitamin A)  (ug)","Alpha-carotene  (ug)","Beta-carotene  (ug)","Cryptoxanthin  (ug)","Beta-carotene equivalents (provitamin A)  (ug)","Vitamin A retinol equivalents  (ug)","Lutein  (ug)","Lycopene  (ug)","Xanthophyl  (ug)","Thiamin (B1)  (mg)","Riboflavin (B2)  (mg)","Niacin (B3)  (mg)","Niacin derived from tryptophan  (mg)","Niacin derived equivalents  (mg)","Pantothenic acid (B5)  (mg)","Pyridoxine (B6)  (mg)","Biotin (B7)  (ug)","Cobalamin (B12)  (ug)","Folate, natural  (ug)","Folic acid  (ug)","Total folates  (ug)","Dietary folate equivalents  (ug)","Vitamin C  (mg)","Cholecalciferol (D3)  (ug)","Ergocalciferol (D2)  (ug)","25-hydroxy cholecalciferol (25-OH D3)  (ug)","25-hydroxy ergocalciferol (25-OH D2)  (ug)","Vitamin D3 equivalents  (ug)","Alpha tocopherol  (mg)","Alpha tocotrienol  (mg)","Beta tocopherol  (mg)","Beta tocotrienol  (mg)","Delta tocopherol  (mg)","Delta tocotrienol  (mg)","Gamma tocopherol  (mg)","Gamma tocotrienol  (mg)","Vitamin E  (mg)","C4 (%T)","C6 (%T)","C8 (%T)","C10 (%T)","C11 (%T)","C12 (%T)","C13 (%T)","C14 (%T)","C15 (%T)","C16 (%T)","C17 (%T)","C18 (%T)","C19 (%T)","C20 (%T)","C21 (%T)","C22 (%T)","C23 (%T)","C24 (%T)","Total saturated fatty acids, equated (%T)","C10:1 (%T)","C12:1 (%T)","C14:1 (%T)","C15:1 (%T)","C16:1 (%T)","C17:1 (%T)","C18:1 (%T)","C18:1w5 (%T)","C18:1w6 (%T)","C18:1w7 (%T)","C18:1w9 (%T)","C20:1 (%T)","C20:1w9 (%T)","C20:1w13 (%T)","C20:1w11 (%T)","C22:1 (%T)","C22:1w9 (%T)","C22:1w11 (%T)","C24:1 (%T)","C24:1w9 (%T)","C24:1w11 (%T)","C24:1w13 (%T)","Total monounsaturated fatty acids, equated (%T)","C12:2 (%T)","C16:2w4 (%T)","C16:3 (%T)","C18:2w6 (%T)","C18:3w3 (%T)","C18:3w4 (%T)","C18:3w6 (%T)","C18:4w1 (%T)","C18:4w3 (%T)","C20:2 (%T)","C20:2w6 (%T)","C20:3 (%T)","C20:4 (%T)","C20:3w3 (%T)","C20:3w6 (%T)","C20:4w3 (%T)","C20:4w6 (%T)","C20:5w3 (%T)","C21:5w3 (%T)","C22:2 (%T)","C22:2w6 (%T)","C22:4w6 (%T)","C22:5w3 (%T)","C22:5w6 (%T)","C22:6w3 (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated  (%T)","Total undifferentiated fatty acids  (%T)","Total trans fatty acids, imputed  (%T)","C4 (g)","C6 (g)","C8 (g)","C10 (g)","C11 (g)","C12 (g)","C13 (g)","C14 (g)","C15 (g)","C16 (g)","C17 (g)","C18 (g)","C19 (g)","C20 (g)","C21 (g)","C22 (g)","C23 (g)","C24 (g)","Total saturated fatty acids, equated  (g)","C10:1 (g)","C12:1 (g)","C14:1 (g)","C15:1 (g)","C16:1 (g)","C17:1 (g)","C18:1 (g)","C18:1w5 (mg)","C18:1w6 (mg)","C18:1w7 (g)","C18:1w9 (mg)","C20:1 (g)","C20:1w9 (mg)","C20:1w13 (mg)","C20:1w11 (mg)","C22:1 (g)","C22:1w9 (mg)","C22:1w11 (mg)","C24:1 (g)","C24:1w9 (mg)","C24:1w11 (mg)","C24:1w13 (mg)","Total monounsaturated fatty acids, equated  (g)","C12:2 (g)","C16:2w4 (mg)","C16:3 (g)","C18:2w6 (g)","C18:3w3 (g)","C18:3w4 (g)","C18:3w6 (mg)","C18:4w1 (g)","C18:4w3 (mg)","C20:2 (mg)","C20:2w6 (mg)","C20:3 (mg)","C20:3w3 (mg)","C20:3w6 (mg)","C20:4 (g)","C20:4w3 (mg)","C20:4w6 (mg)","C20:5w3 (mg)","C21:5w3 (g)","C22:5w3 (mg)","C22:4w6 (mg)","C22:2 (g)","C22:2w6 (mg)","C22:5w6 (g)","C22:6w3 (mg)","Total polyunsaturated fatty acids, equated  (g)","Total long chain omega 3 fatty acids, equated  (mg)","Total undifferentiated fatty acids, mass basis basis  (mg)","Total trans fatty acids, imputed  (mg)","Caffeine  (mg)","Cholesterol  (mg)","Alanine  (mg/gN)","Arginine  (mg/gN)","Aspartic acid  (mg/gN)","Cystine plus cysteine  (mg/gN)","Glutamic acid  (mg/gN)","Glycine  (mg/gN)","Histidine  (mg/gN)","Isoleucine  (mg/gN)","Leucine  (mg/gN)","Lysine  (mg/gN)","Methionine  (mg/gN)","Phenylalanine  (mg/gN)","Proline  (mg/gN)","Serine  (mg/gN)","Threonine  (mg/gN)","Tyrosine  (mg/gN)","Tryptophan  (mg/gN)","Valine  (mg/gN)","Alanine  (mg)","Arginine  (mg)","Aspartic acid  (mg)","Cystine plus cysteine  (mg)","Glutamic acid  (mg)","Glycine  (mg)","Histidine  (mg)","Isoleucine  (mg)","Leucine  (mg)","Lysine  (mg)","Methionine  (mg)","Phenylalanine  (mg)","Proline  (mg)","Serine  (mg)","Threonine  (mg)","Tyrosine  (mg)","Tryptophan  (mg)","Valine  (mg)"
"F007014","18103","Pork, loin chop, semi-trimmed, raw","573","573","71.2","22.4","3.59","5.2","1.2","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","11","nan","60","nan","0.047","1.28","0","0.45","nan","25","0.008","nan","nan","nan","214","410","0.3","51","212","nan","1.24","1","nan","0","nan","0","1","nan","nan","nan","0.726","0.143","6.56","4.45","11.01","0.76","0.33","2.2","0.2","34","0","34","34","0","0.6","0","0","0","0.66","0.2","nan","nan","nan","nan","nan","nan","nan","0.18","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0.06","0","1.21","0.02","0.65","nan","0","nan","0","nan","0","1.96","nan","nan","0","nan","0.13","0.01","2.11","nan","nan","nan","nan","0.04","nan","nan","nan","0","nan","nan","0","nan","nan","nan","2.28","nan","nan","nan","0.45","0.02","nan","0","nan","nan","nan","20.94","nan","0","6.22","nan","nan","47.34","3.42","nan","7","6.22","nan","0","nan","5.45","0.58","15.872","nan","22.71","0","48","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","262","nan"
"F007012","18103","Pork, loin chop, semi-trimmed, BBQ'd, no added fat","790","790","61.1","29.5","4.72","7.8","1.3","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.2","0.1","16","0.3","108","nan","0.064","0.02","0.4","0.63","0.2","23","0.007","0","1.2","1","244","388","34.3","57","317","nan","1.73","1","nan","0","nan","0","1","nan","nan","nan","0.825","0.146","8.94","5.86","14.8","0.86","0.28","4","0.3","19","0","19","19","0","0.7","0","0","0","0.68","0","nan","nan","nan","nan","nan","nan","nan","0.02","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0.09","0","1.79","0.03","0.95","nan","0","nan","0","nan","0","2.87","nan","nan","0","nan","0.2","0.02","3.09","nan","nan","nan","nan","0.06","nan","nan","nan","0","nan","nan","0","nan","nan","nan","3.37","nan","nan","nan","0.71","0.04","nan","0","nan","nan","nan","29.45","nan","0","15.56","nan","nan","113.46","8.56","nan","17.51","15.56","nan","0","nan","13.62","0.96","39.68","nan","32.4","0","70","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","345","nan"
"F006993","18103","Pork, loin chop, untrimmed, raw","705","705","68.3","21.5","3.44","9.2","1.1","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","11","nan","59","nan","0.046","2.76","0","0.44","nan","24","0.008","nan","nan","nan","206","391","0.7","49","201","nan","1.19","2","nan","0","nan","0","2","nan","nan","nan","0.691","0.141","6.25","4.27","10.52","0.72","0.31","2.6","0.3","32","0","32","32","0","1","0","0","0","0.96","0.2","nan","nan","nan","nan","nan","nan","nan","0.19","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0.12","0","2.18","0.05","1.18","nan","0.01","nan","0","nan","0","3.53","nan","nan","0","nan","0.22","0.01","3.81","nan","nan","nan","nan","0.07","nan","nan","nan","0","nan","nan","0","nan","nan","nan","4.12","nan","nan","nan","0.78","0.04","nan","0","nan","nan","nan","38.96","nan","0","5.84","nan","nan","48.5","3.21","nan","6.56","5.84","nan","0","nan","5.11","0.94","14.883","nan","41.85","0","48","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","251","nan"
"F006991","18103","Pork, loin chop, untrimmed, BBQ'd, no added fat","930","930","58.3","28","4.49","12.2","1.3","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.2","0.1","16","0.3","105","nan","0.062","0.02","0.4","0.61","0.2","22","0.007","0","1.2","1","236","372","33.3","55","300","nan","1.64","2","nan","0","nan","0","2","nan","nan","nan","0.781","0.144","8.54","5.57","14.1","0.82","0.27","4.4","0.3","18","0","18","18","0","1","0","0","0","1.06","0","nan","nan","nan","nan","nan","nan","nan","0.04","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0.15","0","2.87","0.06","1.54","nan","0.01","nan","0","nan","0","4.64","nan","nan","0","nan","0.3","0.02","5","nan","nan","nan","nan","0.1","nan","nan","nan","0","nan","nan","0","nan","nan","nan","5.42","nan","nan","nan","1.08","0.06","nan","0","nan","nan","nan","49.76","nan","0","14.46","nan","nan","110.2","7.95","nan","16.27","14.46","nan","0","nan","12.65","1.36","36.874","nan","53.94","0","67","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","328","nan"
"F007028","18103","Pork, loin cutlet, untrimmed, raw","843","843","66.2","21","3.36","13.1","1.1","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","5","nan","58","nan","0.036","4.31","0.8","0.53","nan","23","0.005","nan","nan","nan","198","373","23.8","42","191","nan","1.37","5","nan","0","nan","0","5","nan","nan","nan","0.731","0","8.42","4.18","12.59","0.91","0.5","3","0.4","49","0","49","49","0","1.3","0","0","0","1.28","0.2","nan","nan","nan","nan","nan","nan","nan","0.2","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0.14","0.01","2.89","0.04","1.52","nan","0","nan","0","nan","0","4.6","nan","nan","0","nan","0.3","0.01","5.31","nan","nan","nan","nan","0.1","nan","nan","nan","0","nan","nan","0.02","nan","nan","nan","5.74","nan","nan","nan","1.19","0.07","nan","1.2","nan","nan","nan","49.84","nan","1.2","6.02","nan","nan","52.22","0","nan","7.23","6.02","nan","0","nan","3.61","1.39","10.845","nan","61.09","0","46","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","246","nan"
"F007027","18103","Pork, loin cutlet, untrimmed, fried, no added fat","1240","1240","50.2","30.9","4.95","19.3","1.6","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","8","nan","86","nan","0.053","6.34","1.1","0.75","nan","34","0.007","nan","nan","nan","288","543","35","61","280","nan","2.01","6","nan","0","nan","0","6","nan","nan","nan","1.06","0","12.19","6.14","18.52","1.34","0.72","4.4","0.5","72","0","72","72","0","1.7","0","0","0","1.69","0.2","nan","nan","nan","nan","nan","nan","nan","0.26","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0.2","0.02","4.25","0.05","2.24","nan","0","nan","0","nan","0","6.77","nan","nan","0","nan","0.44","0.01","7.81","nan","nan","nan","nan","0.14","nan","nan","nan","0","nan","nan","0.03","nan","nan","nan","8.44","nan","nan","nan","1.75","0.11","nan","1.77","nan","nan","nan","73.29","nan","1.77","8.86","nan","nan","76.8","0","nan","10.63","8.86","nan","0","nan","5.32","2.05","15.948","nan","89.84","0","68","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","361","nan"
"F007035","18103","Pork, loin roast, separable fat, raw","2941","2941","19.3","5.2","0.83","77.1","0.3","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","4","nan","50","nan","0.023","25","0.8","0.16","nan","4","0.003","nan","nan","nan","91","69","3.8","27","50","nan","0.22","28","nan","0","nan","0","28","nan","nan","nan","0.19","0.1","2.4","1.03","3.43","0.3","0.05","8.8","1.1","11","0","11","11","0","5.5","0","0","0","5.5","0.4","nan","nan","nan","nan","nan","nan","nan","0.36","0","0","0","0","nan","0","nan","1.4","0.1","24.1","0.7","13.1","nan","0.1","nan","0","nan","0","39.5","nan","nan","0","nan","2.4","0","41.8","nan","nan","nan","nan","0.8","nan","nan","nan","0","nan","nan","0","nan","nan","nan","45","nan","nan","nan","12.8","0.9","nan","0","nan","nan","nan","0.5","nan","nan","0.1","0","nan","0.2","0","nan","nan","0","0","0.1","nan","0.1","14.7","0.2","nan","0.5","0","0","0","0","nan","0","nan","1.03","0.07","17.71","0.51","9.62","nan","0.07","nan","0","nan","0","29.02","nan","nan","0","nan","1.76","0","30.71","nan","nan","nan","nan","0.59","nan","nan","nan","0","nan","nan","0","nan","nan","nan","33.06","nan","nan","nan","9.4","0.66","nan","0","nan","nan","nan","367.38","nan","73.48","0","nan","nan","146.95","0","nan","73.48","0","nan","0","nan","73.48","10.8","146.953","nan","367.38","0","38","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","73","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","61","nan"
"F007034","18103","Pork, loin roast, separable fat, baked, no added fat","2629","2629","26.1","8.8","1.41","67","0.4","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.2","0.1","3","0.3","70","nan","0.036","0","0.8","0.27","0.2","8","0.003","0","1.2","1","130","145","20.1","40","70","nan","0.44","2","nan","0","nan","0","2","nan","nan","nan","0.72","0.15","10","1.75","11.75","1","0.17","9.7","0.4","8","0","8","8","0","6","0","0","0","6","0.4","nan","nan","nan","nan","nan","nan","nan","0.35","0","0","0","0","nan","0","nan","1.4","0.1","24.1","0.7","13.1","nan","0.1","nan","0","nan","0","39.5","nan","nan","0","nan","2.4","0","41.8","nan","nan","nan","nan","0.8","nan","nan","nan","0","nan","nan","0","nan","nan","nan","45","nan","nan","nan","12.8","0.9","nan","0","nan","nan","nan","0.5","nan","nan","0.1","0","nan","0.2","0","nan","nan","0","0","0.1","nan","0.1","14.7","0.2","nan","0.5","0","0","0","0","nan","0","nan","0.89","0.06","15.39","0.45","8.36","nan","0.06","nan","0","nan","0","25.22","nan","nan","0","nan","1.53","0","26.69","nan","nan","nan","nan","0.51","nan","nan","nan","0","nan","nan","0","nan","nan","nan","28.73","nan","nan","nan","8.17","0.57","nan","0","nan","nan","nan","319.26","nan","63.85","0","nan","nan","127.7","0","nan","63.85","0","nan","0","nan","63.85","9.39","127.702","nan","319.26","0","33","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","73","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","103","nan"
"F007037","18103","Pork, loin roast, lean, raw","478","478","73.8","23.3","3.73","2.2","1.2","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","6","nan","60","nan","0.04","0","0.8","0.41","nan","25","0.005","nan","nan","nan","220","370","25","52","220","nan","1.6","0","nan","0","nan","0","0","nan","nan","nan","0.73","0.13","8.8","4.63","13.43","0.9","0.12","1.8","0.5","36","0","36","36","0","0.4","0","0","0","0.4","0.2","nan","nan","nan","nan","nan","nan","nan","0.17","0","0","0","0.1","nan","0","nan","1.2","0","23.4","0.5","12.2","nan","0","nan","0","nan","0.1","37.5","nan","nan","0","nan","2.8","0.4","41.8","nan","nan","nan","nan","0.7","nan","nan","nan","0","nan","nan","0","nan","nan","nan","45.7","nan","nan","nan","12.2","0.8","nan","0","nan","nan","nan","0.4","nan","nan","0.1","0.3","nan","1.6","0","nan","nan","0","0.3","0.3","nan","0.2","16.2","0.5","nan","0.4","0","0","0","0","nan","0","nan","0.02","0","0.47","0.01","0.24","nan","0","nan","0","nan","0","0.75","nan","nan","0","nan","0.06","0.01","0.84","nan","nan","nan","nan","0.01","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.91","nan","nan","nan","0.24","0.02","nan","0","nan","nan","nan","8.01","nan","2","6.01","nan","nan","32.03","0","nan","6.01","6.01","nan","0","nan","4","0.32","10.01","nan","8.01","0","46","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","73","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","272","nan"
"F007036","18103","Pork, loin roast, lean, baked, no added fat","860","860","61.4","31.9","5.1","8.6","1.2","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.2","0.1","7","0.3","110","nan","0.064","0","0.8","0.52","0.2","25","0.006","0","1.2","1","250","340","43.5","57","330","nan","2.55","0","nan","0","nan","0","0","nan","nan","nan","0.72","0.15","10","6.33","16.33","1","0.17","3.7","0.4","15","0","15","15","0","0.4","0","0","0","0.4","0","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","0.1","nan","0","nan","1.2","0","23.4","0.5","12.2","nan","0","nan","0","nan","0.1","37.5","nan","nan","0","nan","2.8","0.4","41.8","nan","nan","nan","nan","0.7","nan","nan","nan","0","nan","nan","0","nan","nan","nan","45.7","nan","nan","nan","12.2","0.8","nan","0","nan","nan","nan","0.4","nan","nan","0.1","0.3","nan","1.6","0","nan","nan","0","0.3","0.3","nan","0.2","16.2","0.5","nan","0.4","0","0","0","0.01","nan","0","nan","0.09","0","1.83","0.04","0.95","nan","0","nan","0","nan","0.01","2.93","nan","nan","0","nan","0.22","0.03","3.27","nan","nan","nan","nan","0.05","nan","nan","nan","0","nan","nan","0","nan","nan","nan","3.58","nan","nan","nan","0.95","0.06","nan","0","nan","nan","nan","31.3","nan","7.83","23.48","nan","nan","125.22","0","nan","23.48","23.48","nan","0","nan","15.65","1.27","39.13","nan","31.3","0","57","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","73","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","372","nan"
"F007030","18103","Pork, loin roast, untrimmed, raw","943","943","63.5","19.9","3.18","16.4","1","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","6","nan","58","nan","0.037","4.73","0.8","0.36","nan","21","0.005","nan","nan","nan","196","313","21","47","188","nan","1.34","5","nan","0","nan","0","5","nan","nan","nan","0.628","0.124","7.59","3.95","11.54","0.79","0.11","3.1","0.6","31","0","31","31","0","1.4","0","0","0","1.36","0.2","nan","nan","nan","nan","nan","nan","nan","0.2","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0.21","0.01","3.73","0.1","2.02","nan","0.01","nan","0","nan","0","6.1","nan","nan","0","nan","0.38","0.01","6.49","nan","nan","nan","nan","0.12","nan","nan","nan","0","nan","nan","0","nan","nan","nan","6.99","nan","nan","nan","1.98","0.14","nan","0","nan","nan","nan","75.96","nan","15.52","4.87","nan","nan","53.76","0","nan","18.76","4.87","nan","0","nan","17.14","2.3","35.906","nan","75.96","0","44","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","232","nan"
